timestamp,cpu_0,cpu_1
1673221470,0.19065135915382347,0.19063368969080813
1673222455,0.3156666286170996,0.3303811002374457
1673223440,0.26876007033851124,0.27606328171407407
1673224425,0.20881599785867674,0.23135878020623227
1673225410,0.21458129474358764,0.22294454905212946
1673226395,0.26561078755870443,0.27915982835946546
1673227380,0.2529646461587487,0.257873139763037
1673228365,0.191607874574845,0.1926607584797037
1673229350,0.33603457571687306,0.5102891983742255
1673230335,0.2603786850981434,0.27807208057826577
1673231320,0.22746333942911998,0.24412111803051192
1673232305,0.1916940396565795,0.20522549367041362
1673233290,0.19060732456609292,0.2104093353849894
1673234275,0.18824752988815946,0.20489885165163652
1673235260,0.22035050016480573,0.23391509587096884
1673236245,0.1931406841075343,0.18528225113950386
1673237230,0.18231298150056563,0.18960688093196648
1673238215,0.20513688212897638,0.2187288367686659
1673239200,0.1902248542435592,0.2088609254046791
1673240185,0.3344094550024692,0.355250350031932
1673241170,0.5087550526692407,0.5558321970839805
1673242155,0.49897954790218674,0.5114621065728754
1673243140,0.35786495577850125,0.4884304284997229
1673244125,0.21357118980287715,0.22395435021043034
1673245110,0.19058813122672424,0.20835598430942814
1673246095,0.18137309076931943,0.19800146741495234
1673247080,0.21041340203412012,0.22083108863306636
1673248065,0.2892362660712345,0.32061612981939713
1673249050,0.27080076164517436,0.2916321706055518
1673250035,0.23753570925671566,0.2489771672682897
1673251020,0.30888326403171373,0.33632916215999553
1673252005,0.35521065904039634,0.32602003591861645
1673252990,0.29230470143065923,0.3070161389537198
1673253975,0.20728554807009913,0.22293269703357751
1673254960,0.2706142720320711,0.2853465997001265
1673255945,0.28020662979582134,0.29374530903790375
1673256930,0.2979377921671957,0.29583007169032083
1673257915,0.2676396553185599,0.29212943513749356
1673258900,0.25519677962613097,0.27497660819905556
1673259885,0.24707657158906143,0.2784397048141064
1673260870,0.37296109773766095,0.376048269656914
1673261855,0.4145312425516737,0.4447554915206254
1673262840,0.3510004030573592,0.37158064956151793
1673263825,0.28748963503342373,0.30416670193153944
1673264810,0.23625852245294077,0.24998536223072704
1673265795,0.2686116285361683,0.2915601904550763
1673266780,0.2127849261825441,0.24517199138350979
1673267765,0.29687550850345307,0.2968576345390382
1673268750,0.38015095036307683,0.4052415183027394
1673269735,0.3727018885694363,0.37365154886526536
1673270720,0.2749849913892448,0.3083394470463779
1673271705,0.2773151436778389,0.2881173645816379
1673272690,0.2218788341882258,0.22709604707472664
1673273675,0.24076454224227342,0.2573948074018556
1673279585,56.26171639427455,12.355423837171463
1673280570,0.3635047216491807,0.3978614200886723
1673281555,0.27843152285048456,0.2734643595580235
1673282540,0.30719926261388814,0.3228931857151217
1673283525,0.32943763311839946,0.35985115486969416
1673284510,0.47408376543704905,0.5188647438267245
1673285495,0.46458815548801236,0.48885542101405083
1673286480,0.4010861122227142,0.4579739082135421
1673287465,0.3565492849314415,0.40662246855848083
1673288450,0.2772859830570571,0.2832045730806327
1673289435,0.2750769147364744,0.3137881181668851
1673290420,0.2913660475131413,0.3256418588045133
1673291405,0.2270975866956678,0.26461200983434696
1673292390,0.2500113792158785,0.28752265616650907
1673293375,0.2667283392770733,0.28242368881564817
1673294360,0.343687379422068,0.3686489808243713
1673295345,0.26861489289029455,0.30098405290304825
1673296330,0.35960934833432456,0.35954752155023656
1673297315,0.4490556145318908,0.46782734975528506
1673298300,0.589425964589302,0.6287258855114805
1673299285,1.7369381876815537,2.0482012381900794
1673300270,11.840778267590139,11.906136046468468
1673301255,10.946587581452617,10.822665839112979
1673302240,10.00767887372534,9.963671197681283
1673303225,10.085973118153799,10.0611052000987
1673304210,10.299085408758815,10.304360796588105
1673305195,9.994845157835005,10.084258453793167
1673306180,9.860539709883431,9.90319431952915
1673307165,9.867257654623856,9.932923703621299
1673308150,10.68689327040992,10.689915892418801
1673309135,11.596943537615214,11.690776086503114
1673310120,10.111789322018025,10.106961218475451
1673311105,9.979218012632519,9.99381056141647
1673312090,10.014391499182125,9.947636092174783
1673313075,9.404104176064351,9.368727692029589
1673314060,9.43394356592771,9.476107583425541
1673315045,9.327375288645332,9.288842063702342
1673316030,9.25314763676243,9.225998981601828
1673317015,9.278088170760677,9.252590691511172
1673318000,9.419314186564193,9.427732707797919
1673318985,9.340119009190772,9.360664940956935
